comment,original,translation
ch03.xml:1449,"The commit emails should set their Reply-to header to the regular development list, not the commit email list. That is, when someone reviews a commit and writes a response, their response should be automatically directed toward the human development list, where technical issues are normally discussed. There are a few reasons for this. First, you want to keep all technical discussion on one list, because that's where people expect it to happen, and because that way there's only one archive to search. Second, there might be interested parties not subscribed to the commit email list. Third, the commit email list advertises itself as a service for watching commits, not for watching commits <emphasis>and</emphasis> occasional technical discussions. Those who subscribed to the commit email list did not sign up for anything but commit emails; sending them other material via that list would violate an implicit contract. Fourth, people often write programs that read the commit email list and process the results (for display on a web page, for example). Those programs are prepared to handle consistently-formatted commit emails, but not inconsistent human-written mails.",
ch03.xml:1469,"Note that this advice to set Reply-to does not contradict the recommendations in <xref linkend=""reply-to""/><phrase output=""printed""> earlier in this chapter</phrase>. It's always okay for the <emphasis>sender</emphasis> of a message to set Reply-to. In this case, the sender is the version control system itself, and it sets Reply-to in order to indicate that the appropriate place for replies is the development mailing list, not the commit list.",
ch03.xml:1484,CIA: Another Change Publication Mechanism,
ch03.xml:1486,"Commit emails are not the only way to propagate change news. Recently, another mechanism called CIA (<ulink url=""http://cia.navi.cx/""></ulink>) has been developed. CIA is a real-time commit statistics aggregator and distributor. The most popular use of CIA is to send commit notifications to IRC channels, so that people logged into those channels see the commits happening in real time. Though of somewhat less technical utility than commit emails, since observers might or might not be around when a commit notice pops up in IRC, this technique is of immense <emphasis>social</emphasis> utility. People get the sense of being part of something alive and active, and feel that they can see progress being made right before their eyes.",
ch03.xml:1498,"The way it works is that you invoke the CIA notifier program from your post-commit hook. The notifier formats the commit information into an XML message, and sends to a central server (typically <literal>cia.navi.cx</literal>). That server then distributes the commit information to other forums.",
ch03.xml:1504,"CIA can also be configured to send out <ulink url=""http://www.xml.com/pub/a/2002/12/18/dive-into-xml.html"">RSS</ulink> feeds. See the documentation at <ulink url=""http://cia.navi.cx/""></ulink> for details.",
ch03.xml:1509,"To see an example of CIA in action, point your IRC client at <literal>irc.freenode.net</literal>, channel <literal>#commits</literal>.",
ch03.xml:1518,Use branches to avoid bottlenecks,
ch03.xml:1520,"Non-expert version control users are sometimes a bit afraid of branching and merging. This is probably a side effect of CVS's popularity: CVS's interface for branching and merging is somewhat counterintuitive, so many people have learned to avoid those operations entirely.",
ch03.xml:1526,"If you are among those people, resolve right now to conquer any fears you may have and take the time to learn how to do branching and merging. They are not difficult operations, once you get used to them, and they become increasingly important as a project acquires more developers.",
ch03.xml:1532,"Branches are valuable because they turn a scarce resource&mdash;working room in the project's code&mdash;into an abundant one. Normally, all developers work together in the same sandbox, constructing the same castle. When someone wants to add a new drawbridge, but can't convince everyone else that it would be an improvement, branching makes it possible for her to go to an isolated corner and try it out. If the effort succeeds, she can invite the other developers to examine the result. If everyone agrees that the result is good, they can tell the version control system to move (""merge"") the drawbridge from the branch castle over to the main castle.",
ch03.xml:1544,"It's easy to see how this ability helps collaborative development. People need the freedom to try new things without feeling like they're interfering with others' work. Equally importantly, there are times when code needs to be isolated from the usual development churn, in order to get a bug fixed or a release stabilized (see <xref linkend=""stabilizing-a-release""/> and <xref linkend=""release-lines""/><phrase output=""printed""> in <xref linkend=""development-cycle""/></phrase>) without worrying about tracking a moving target.",
ch03.xml:1554,"Use branches liberally, and encourage others to use them. But also make sure that a given branch is only active for exactly as long as needed. Every active branch is a slight drain on the community's attention. Even those who are not working in a branch still maintain a peripheral awareness of what's going on in it. Such awareness is desirable, of course, and commit emails should be sent out for branch commits just as for any other commit. But branches should not become a mechanism for dividing the development community. With rare exceptions, the eventual goal of most branches should be to merge their changes back into the main line and disappear.",
ch03.xml:1568,Singularity of information,
ch03.xml:1570,"Merging has an important corollary: never commit the same change twice. That is, a given change should enter the version control system exactly once. The revision (or set of revisions) in which the change entered is its unique identifier from then on. If it needs to be applied to branches other than the one on which it entered, then it should be merged from its original entry point to those other destinations&mdash;as opposed to committing a textually identical change, which would have the same effect in the code, but would make accurate bookkeeping and release management impossible.",
